,name,duration_ms,explicit,popularity,artists,album_name,danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
2376,Who & Dem,158267,1,0.0,Intence;Zimi,Who & Dem,0.863,11,-5.543,0.0,0.336,0.703,0.0,0.271,0.834,109.962,4.0,13
2377,Le Rock,323709,0,0.18,S3RL,Old Skool Masters - S3RL,0.418,10,-4.6,0.0,0.12,0.000284,0.87,0.152,0.198,175.001,4.0,8
2378,Lern die Familie kennen,128345,0,0.28,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.808,0,-14.883,1.0,0.0847,0.434,0.746,0.0797,0.315,96.393,5.0,6
2379,Sayonara,326000,0,0.0,Rojin Sharafi,Urns Waiting To Be Fed,0.293,4,-11.245,1.0,0.249,0.436,0.00584,0.144,0.0654,111.506,4.0,12
2380,Samurai - Ao Vivo,263146,0,0.46,Projota,3Fs (Ao Vivo / Deluxe Version),0.604,8,-7.143,0.0,0.333,0.431,0.0,0.682,0.799,164.034,4.0,3
2381,Wall Street,434600,0,0.28,Jackie Mittoo,The Keyboard King at Studio One,0.827,7,-12.863,0.0,0.0909,0.332,0.703,0.0911,0.684,135.421,4.0,0
2382,Prins Ali,172786,0,0.28,Preben Kristensen;Tritonus Koret,Aladdin (Originalt Dansk Soundtrack),0.512,10,-13.226,0.0,0.0952,0.779,0.0,0.102,0.721,104.481,4.0,6
2383,0,230000,0,0.31,arai tasuku;Itaru Baba,0,0.684,0,-4.358,1.0,0.0545,0.121,1.93e-06,0.116,0.24,113.442,4.0,9
2384,Pero a tu lado,195226,0,0.64,Los Secretos,Dos Caras Distintas,0.482,6,-4.841,1.0,0.105,0.367,6.5e-05,0.0756,0.87,79.105,4.0,17
2385,Midnight,276000,0,0.19,Sian,Midnight / Energy,0.795,10,-5.024,0.0,0.0495,0.000168,0.87,0.093,0.192,120.01,4.0,19
2386,Em busca do porrão - Versão 2,312280,1,0.44,O Rappa,7 Vezes,0.652,5,-9.013,0.0,0.0259,0.638,0.00815,0.154,0.78,92.978,4.0,3
2387,JET!!!,296293,0,0.39,DREAMS COME TRUE,THE LOVE ROCKS,0.787,2,-5.027,1.0,0.038,0.0122,0.0,0.0768,0.529,119.625,4.0,14
2388,Düdeldü (Original Mix),238333,0,0.22,Markus Becker;Jörg Lück,Düdeldü,0.761,11,-6.12,0.0,0.0307,0.00629,6.73e-06,0.02,0.835,135.059,4.0,8
2389,The Switch,261406,1,0.18,Dione,The Switch,0.49,1,-1.415,1.0,0.47,0.00365,0.304,0.155,0.0878,180.113,4.0,8
2390,Violet,220905,1,0.24,Dope,Blood Money,0.362,1,-2.974,1.0,0.0859,5.37e-05,0.779,0.394,0.346,166.038,4.0,11
2391,Música para Aliviar el Estrés,291000,0,0.17,Thetahealing,Ondas Theta 2018 - Frecuencias Relajantes para Dormir y Dejar de Pensar Tanto,0.21,7,-19.735,0.0,0.0362,0.955,0.722,0.118,0.0384,132.386,3.0,15
2392,Volta Pro Seu Nego,149210,0,0.45,Zé Vaqueiro,Do Melhor Jeito,0.684,0,-2.383,1.0,0.0401,0.492,0.00318,0.349,0.947,158.066,4.0,7
2393,Little Birdie,119600,0,0.29,The Stanley Brothers,Folk Concert,0.456,7,-9.135,1.0,0.0299,0.375,0.00258,0.268,0.886,167.863,4.0,2
2394,Polycephaly,191041,0,0.32,Doon Kanda,Labyrinth,0.549,0,-5.957,0.0,0.0244,0.102,0.904,0.312,0.397,156.018,3.0,19
2395,Lost Memory,462719,0,0.5,Boris Brejcha,Lost Memory,0.876,11,-11.52,1.0,0.0756,0.0146,0.91,0.111,0.137,124.999,3.0,19
2396,Joshua's Lullaby,146001,0,0.06,The Tiny Boppers,Joshua's Bedtime Lullaby,0.372,2,-15.847,1.0,0.043,0.925,0.000256,0.0997,0.332,88.1,3.0,6
2397,Levi,170186,0,0.36,Old Crow Medicine Show,Carry Me Back,0.501,7,-6.135,1.0,0.0385,0.304,0.0,0.0661,0.879,201.077,4.0,2
2398,Chuva de Honestidade,230353,0,0.43,Flavio Leandro,Cercadim,0.748,2,-4.923,0.0,0.03,0.695,0.0,0.0826,0.838,124.96,4.0,7
2399,Eu Não Vou Mais Chorar - Ao Vivo,236733,0,0.45,Dorgival Dantas,Simplesmente Dorgival Dantas (Ao Vivo),0.443,9,-5.026,0.0,0.0734,0.475,0.00231,0.8,0.536,172.489,4.0,7
2400,Fireball Mail,134133,0,0.29,Lonesome River Band,Carrying The Tradition,0.646,9,-7.836,1.0,0.0358,0.657,0.0023,0.331,0.869,121.65,4.0,2
2401,Tainted Love,200426,0,0.64,Marilyn Manson,The Golden Age Of Grotesque,0.622,8,-7.779,1.0,0.0728,0.00107,1.83e-06,0.292,0.537,142.017,4.0,11
2402,私の愛,263693,0,0.16,Seiko Matsuda,続・40周年記念アルバム 「SEIKO MATSUDA 2021」,0.603,7,-5.284,0.0,0.0289,0.00821,0.0,0.17,0.728,122.02,4.0,14
2403,Tema de não quero ver você triste,187960,0,0.38,Erasmo Carlos;Marisa Monte,"Convida, Volume II",0.647,2,-11.333,0.0,0.0353,0.804,7.74e-06,0.0808,0.318,97.98,4.0,13
2404,Hell on Earth,388254,0,0.53,KAS:ST,Road to Nowhere,0.532,8,-8.566,0.0,0.0549,0.0479,0.908,0.0984,0.0634,135.96,3.0,19
2405,LFO,319266,0,0.0,LFO,LFO,0.738,1,-16.897,1.0,0.069,0.0397,0.919,0.351,0.644,124.678,4.0,9
2406,Sodade,293640,0,0.62,Cesária Evora,Miss Perfumado,0.575,8,-13.168,1.0,0.0363,0.822,0.000661,0.115,0.427,82.691,4.0,12
2407,yaaas,155795,0,0.24,fresh from the oven,yaaas,0.575,9,-9.062,1.0,0.0538,0.694,0.3,0.359,0.246,176.031,4.0,18
2408,Sleeping Music For Deep Sleep With Rain Sounds,127817,0,0.27,Sophia Rain,Rain Sounds For Sleep and Relaxing Piano Music For Sleeping,0.106,7,-26.636,1.0,0.0434,0.939,0.924,0.107,0.0818,78.607,3.0,16
2409,An Angry Thunderstorm,77121,0,0.45,"White Noise Meditation;Rain for Deep Sleep;Thunderstorm Sleep;Thunder Storm;Lightning, Thunder and Rain Storm;Thunderstorms","Rain Drop Medley of Roof, Thunder, Forest, Car, and More (Loopable Audio for Insomnia, Meditation, and Restless Children)",0.145,2,-15.818,1.0,0.0508,0.0002,0.596,0.358,0.0209,94.464,4.0,16
2410,U Cant Hurt Me,136000,0,0.15,Girl Pusher,Singles,0.554,0,-7.228,1.0,0.0524,7.71e-05,0.924,0.282,0.299,150.158,4.0,19
2411,Faasle,311040,0,0.52,Kaavish;Quratulain Balouch,Coke Studio Season 10: Episode 2,0.531,8,-8.538,1.0,0.0319,0.176,0.0,0.149,0.322,119.966,4.0,10
2412,Dil Dhadakne Do,230318,0,0.62,Joi Barua;Suraj Jagan,Zindagi Na Milegi Dobara,0.778,2,-4.758,0.0,0.032,0.0705,0.0,0.59,0.949,116.951,4.0,10
2413,解脫,284666,0,0.52,A-Mei Chang,姊妹,0.539,1,-12.495,1.0,0.0279,0.7,0.0,0.269,0.676,167.539,4.0,15
2414,Warrior's Dance,312960,0,0.53,The Prodigy,Invaders Must Die,0.579,5,-5.035,0.0,0.135,0.0128,0.794,0.73,0.0759,137.015,4.0,4
2415,Bang (Remix),280838,0,0.2,Mahdyar;Hichkas,Bang (Remix),0.497,7,-6.033,1.0,0.132,0.00635,7.27e-05,0.116,0.413,160.469,4.0,12
2416,WAREHOUSE OF BAD LUCK,412614,0,0.0,Garhelenth,UNDERGROUND BLACK METAL,0.0904,7,-8.234,1.0,0.0496,0.003,0.757,0.082,0.138,86.601,4.0,12
2417,Shower,182706,0,0.24,Kruger Brothers,Up 18 North,0.404,7,-15.2,0.0,0.0373,0.914,0.931,0.108,0.149,95.92,4.0,2
2418,Rig or Cross,152080,0,0.25,Split Lip Rayfield,I'll Be Around,0.613,7,-9.17,1.0,0.0286,0.228,0.0509,0.629,0.824,112.837,4.0,2
2419,83,267739,0,0.0,Farzad Golpayegani,Five,0.235,4,-3.793,0.0,0.0397,4.24e-05,0.448,0.131,0.27,139.823,4.0,12
2421,わたし、魔法使い (instrumental),210053,0,0.0,=LOVE,Be Selfish(Special Edition),0.493,1,-6.392,0.0,0.0605,3.53e-05,0.881,0.221,0.821,175.054,4.0,14
2422,Dance and Sweep,182600,0,0.21,Elephant Man,Reggae Gold 2009,0.774,0,-5.808,1.0,0.113,0.121,0.0,0.0662,0.67,116.198,4.0,13
2423,Have It 4 U Babe (feat. Jass Mann) - Extended MixX,430100,0,0.08,Mike Dunn;Jass Mann,My House From All Angles,0.812,1,-6.865,0.0,0.0616,0.00115,0.93,0.0469,0.889,125.02,4.0,5
2424,Love Glow,266129,0,0.06,Mokhov,Perfect Dream,0.626,2,-6.417,1.0,0.0375,0.271,0.871,0.112,0.19,124.028,4.0,9
2425,小鎮姑娘,295666,0,0.49,David Tao,I'm O.K.,0.67,2,-5.062,1.0,0.0792,0.152,0.0,0.104,0.818,154.04,4.0,15
2426,Uni Rec,452173,0,0.09,alva noto,Univrs,0.42,10,-14.851,1.0,0.0951,0.00313,0.808,0.11,0.0331,171.705,5.0,9
2427,Think A Moment,208760,0,0.0,LFO,Frequencies,0.578,11,-14.185,0.0,0.0454,0.000113,0.61,0.492,0.316,99.925,4.0,9
2428,Yo No Se,132284,0,0.21,Los Amigos Invisibles,Live En Una Noche Tan Linda Como Esta Vol 1,0.56,0,-9.234,1.0,0.032,0.256,0.712,0.561,0.962,131.774,4.0,0
2429,Gabriel - Scroll Mix,417165,0,0.14,Roy Davis Jr.;Peven Everett,Gabriel,0.846,1,-13.209,1.0,0.0575,0.0138,0.837,0.0746,0.467,127.979,4.0,5
2430,Mr. Nobody,346049,0,0.13,S.P.Y,Hospitality In The Park,0.397,10,-2.837,0.0,0.0684,0.000577,0.9,0.155,0.392,170.025,4.0,11
2431,Lohe Goor,419693,0,0.0,Sabke Morde,Khatabeye Tadfin,0.199,4,-8.795,1.0,0.0316,0.126,0.017,0.113,0.0837,89.706,4.0,12
2432,Jesus Freak,250720,1,0.0,Suicide Commando,Goddestruktor,0.451,9,-4.286,0.0,0.087,0.053,0.0,0.125,0.154,75.006,4.0,11
2433,Chapéu Panamá,183706,0,0.37,BaianaSystem,Oxeaxeexu,0.824,7,-4.664,1.0,0.256,0.414,0.0136,0.0594,0.471,105.01,4.0,0
2434,ジョニーウォーカー,232306,0,0.16,Philosophy no Dance,サンフラワー (Deluxe Edition),0.687,8,-6.47,1.0,0.0366,0.198,4.48e-05,0.0487,0.411,98.049,4.0,14
2435,Auf Malle saufen alle,187987,0,0.15,Remmi Demmi Boys,Auf Malle saufen alle,0.656,5,-2.856,1.0,0.0711,0.0378,0.0,0.33,0.535,140.059,4.0,8
2436,Ya No Te Quiero (En Vivo),236397,0,0.35,Ana Torroja,90's Pop Tour 4 (En Vivo Desde la Arena Ciudad de México),0.667,10,-6.846,1.0,0.0415,0.228,0.00388,0.974,0.88,92.036,4.0,17
2437,Mundo Novo,170831,1,0.37,Maneva,Mundo Novo,0.726,10,-7.221,1.0,0.146,0.0855,0.0,0.229,0.782,92.978,4.0,3
2438,This Girl (Kungs Vs. Cookin' On 3 Burners),195546,0,0.81,Kungs;Cookin' On 3 Burners,Layers,0.792,0,-4.759,0.0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,4.0,5
2439,如果你也聽說,313146,0,0.55,A-Mei Chang,Star,0.445,10,-8.391,1.0,0.0366,0.585,0.0,0.104,0.123,116.792,4.0,15
2440,Take Me 2 Wonderland - Radio mix,212480,0,0.24,4 Tune Fairytales,Happy Rave Classics,0.514,0,-7.325,1.0,0.0384,0.143,0.341,0.181,0.467,178.085,4.0,8
2441,Coffee Brewing,144000,0,0.0,Sless Praismo;Frogman,Coffee Brewing,0.517,11,-9.943,0.0,0.237,0.918,0.933,0.189,0.396,157.504,4.0,18
2442,Something Ah Go Happen,219746,0,0.28,Vybz Kartel,Pon Di Gaza 2.0,0.763,1,-5.308,1.0,0.399,0.0067,7.78e-06,0.103,0.893,174.021,4.0,13
2443,Towards Forgotten Paths,72800,0,0.22,Diabolic Night,Beyond the Realm,0.235,1,-10.627,1.0,0.128,0.015,0.793,0.11,0.186,84.904,4.0,1
2444,Khayaal,149749,0,0.35,Arijit Anand;Ankita Barwad,Khayaal,0.702,1,-11.575,1.0,0.0313,0.731,0.000287,0.146,0.556,110.022,3.0,10
2445,Metabidiminished Icosahedron,244700,0,0.05,µ-Ziq,Metabidiminished Icosahedron,0.327,2,-6.774,1.0,0.0478,0.00122,0.752,0.0667,0.296,165.912,4.0,9
2446,Sister Rosetta Goes Before Us,195586,0,0.25,The Broken Circle Breakdown Bluegrass Band,The Broken Circle Breakdown (Original Motion Picture Soundtrack),0.55,0,-13.53,1.0,0.0279,0.843,0.000332,0.103,0.239,137.876,4.0,2
2447,A Brief Walk in the Sea,424866,0,0.08,Near The Parenthesis,L'Eixample,0.157,0,-12.5,0.0,0.0438,0.762,0.925,0.124,0.183,191.214,5.0,9
2448,I Put A Spell On You,216735,1,0.0,Marilyn Manson,Anthems for Witches 2022,0.611,11,-5.894,1.0,0.0733,0.00119,0.513,0.23,0.408,96.875,3.0,11
2449,Ik Moet Zuipen! - Hardstyle Frenchcore Remix,240213,0,0.22,PartyfrieX;Schorre Chef & MC Vals,Partyfreak,0.462,0,-7.19,1.0,0.0774,0.139,0.000386,0.0621,0.266,149.934,5.0,8
2450,Parte de Seu Mundo,197008,0,0.44,Alan Menken;Chiara Sasso,A Pequena Sereia (Trilha Sonora Original em Português),0.337,5,-14.073,1.0,0.0395,0.945,0.0,0.125,0.39,70.592,4.0,6
2451,Acid Pump Up London,515159,0,0.06,Mr. Lee,The Acid Fantaslee,0.829,10,-13.564,0.0,0.0702,0.00098,0.89,0.0925,0.678,127.746,4.0,5
2452,Trick,185573,1,0.3,YK Kastro,Trick,0.598,6,-8.242,0.0,0.375,0.148,0.0,0.158,0.233,88.011,4.0,13
2453,My Heart Will Go On,173589,0,0.14,Piano Radiance,Romantic Piano Hits: past and present,0.382,3,-21.227,1.0,0.035,0.981,0.971,0.139,0.186,103.551,4.0,6
2454,Warmth of Kindness,198205,0,0.0,Asef Akbari,Wet And Warm,0.122,2,-19.621,0.0,0.0345,0.929,0.928,0.0967,0.062,87.086,4.0,12
2455,Sou do Interior,119536,0,0.4,Gleydson Gavião;Os Barões Da Pisadinha,"Voando Feito Um Gavião, Pt. 5",0.682,7,-2.344,1.0,0.0694,0.601,0.0,0.0688,0.972,165.882,4.0,7
2456,Fat Sofa,115200,0,0.01,Sima Jones,Awakening,0.634,9,-13.47,0.0,0.05,0.783,0.296,0.07,0.246,75.003,4.0,18
2457,Little Tales 1,145040,0,0.0,Alireza Mashayekhi;Ata Ebtekar;The Iranian Orchestra For New Music,Ornamentalism,0.565,11,-17.151,0.0,0.366,0.947,0.879,0.0864,0.152,140.67,1.0,12
2458,Carry Me,290894,0,0.2,The Lil Smokies,Tornillo,0.271,7,-7.65,1.0,0.0319,0.264,0.00111,0.246,0.317,161.813,4.0,2
2459,Fairys Playing Chimes,79293,0,0.0,Leila Bela,Angra Manyu,0.353,4,-21.143,0.0,0.106,0.317,0.826,0.349,0.0393,134.133,4.0,12
2460,Wanna Give It Up - Full Intention Remix,387654,0,0.16,Ralphi Rosario;Linda Clifford;Full Intention,Wanna Give It Up,0.816,9,-8.47,0.0,0.133,0.00143,0.356,0.0574,0.587,123.99,4.0,5
2461,Come Now Is The Time To Worship,318373,0,0.35,Brian Doerksen,It's Time,0.515,9,-6.375,1.0,0.0394,0.0256,0.00023,0.1,0.288,103.448,4.0,12
2462,L'exil,200400,0,0.17,Regarde Les Hommes Tomber,Exile,0.153,3,-5.289,1.0,0.0949,1.2e-05,0.85,0.189,0.0408,134.855,4.0,1
2463,Quando Te Vejo,194631,0,0.48,Thiago Ramalho,Quando Te Vejo,0.639,1,-10.937,0.0,0.0373,0.486,0.0118,0.155,0.176,127.91,3.0,3
2464,Isolate - Eshericks Remix,493681,0,0.1,Future Funk Squad;The Crystal Method,Re-Orders of Skill,0.609,7,-7.188,1.0,0.0499,0.000312,0.858,0.256,0.225,134.021,4.0,4
2465,Shattered Winds,160800,0,0.0,The Budos Band,Burnt Offering,0.447,10,-6.556,0.0,0.0504,0.0226,0.876,0.232,0.685,105.475,4.0,0
2466,Despeinada,224186,0,0.72,Ozuna;Camilo,ENOC,0.734,8,-3.855,1.0,0.0614,0.186,0.000542,0.123,0.72,166.039,4.0,17
2467,Let's Sing,361417,0,0.09,Paul Johnson,Let's Sing / Show Me,0.723,7,-6.934,1.0,0.0728,0.00222,0.00606,0.0501,0.677,123.784,4.0,5
2468,Redoma,156733,0,0.31,BaianaSystem;Samba de Lata de Tijuaçú,O Futuro Não Demora,0.779,0,-6.912,1.0,0.268,0.126,4.61e-05,0.701,0.391,100.041,4.0,0
2469,Cowboy Fora Da Lei,215426,0,0.44,Raul Seixas,Bis - Raul Seixas,0.43,7,-7.924,1.0,0.0707,0.0491,0.0,0.295,0.812,172.522,4.0,3
2470,O Mundo Deu Voltas,321649,0,0.48,ConeCrewDiretoria,Bonde da Madrugada pt. 2,0.71,6,-5.859,1.0,0.304,0.564,0.00182,0.116,0.649,96.892,4.0,3
2471,All Blues,181431,0,0.47,Redeyes,Broken Soul,0.699,1,-11.486,0.0,0.0412,0.303,0.936,0.107,0.624,120.012,4.0,9
2472,Raparigueiro da Roca,210333,0,0.42,Soró Silva,To na Roça,0.678,0,-4.049,1.0,0.0508,0.155,0.0,0.103,0.913,185.993,4.0,7
2473,Beauty and the Beast (from 'Beauty and the Beast'),230198,0,0.0,Piano Sunday,Relaxing Piano Scores: Disney Love Songs,0.443,5,-18.656,1.0,0.0321,0.986,0.969,0.114,0.119,74.994,4.0,6
2474,Key Credit,128808,0,0.28,xJ-Will,Key Credit,0.56,4,-10.792,1.0,0.0319,0.00224,0.879,0.0786,0.311,94.971,4.0,18
2475,為錢賭生命,210266,0,0.0,西卿,西卿台語經典,0.429,10,-11.649,0.0,0.0257,0.668,1.66e-05,0.336,0.542,79.106,4.0,15
2476,Projections,248375,0,0.04,BCee;Logistics;Becca Jane Grey,Liquicity Festival 2022,0.561,6,-2.858,1.0,0.0403,0.000853,0.84,0.0374,0.247,174.067,4.0,9
2477,Joy,352816,0,0.2,VNV Nation,Praise the Fallen,0.537,10,-8.065,1.0,0.029,0.000654,0.00106,0.162,0.29,128.971,4.0,11
2478,Blue Night,143800,0,0.34,Hot Rize,Hot Rize,0.583,11,-13.405,1.0,0.0336,0.43,0.159,0.104,0.915,120.657,4.0,2
2479,Asura,469612,0,0.52,Charlotte de Witte,Asura EP,0.731,11,-10.807,1.0,0.0511,0.0122,0.899,0.111,0.409,136.014,4.0,19
2480,"Can't take my eyes off you - Music from The Netflix Series ""La Casa de Papel""",209960,0,0.34,Cecilia Krull,"Can't take my eyes off you (Music from The Netflix Series ""La Casa de Papel"")",0.4,8,-7.913,1.0,0.0331,0.787,0.0,0.288,0.129,97.403,4.0,17
2481,Love it!,262560,0,0.18,Hysteric Panic,666 (TRIPLE SICK'S),0.363,5,-5.257,1.0,0.169,0.000452,0.000195,0.335,0.288,160.87,4.0,14
2482,Consistent Sounds of Mother Nature (From the Sleep App Sound Therapy System),241266,0,0.44,Natural White Noise Relaxation,Baby Sleep White Noise: Ultimate Album to Help Babies Sleep Through the Night,0.0861,4,-18.799,1.0,0.0558,0.796,0.99,0.98,1e-05,86.214,5.0,16
2483,Temptation - Original Mix,268279,1,0.28,The Viper;Korsakoff,Temptation,0.566,0,-3.439,1.0,0.0903,0.132,4.57e-06,0.379,0.38,160.068,4.0,19
2484,Do It Again,332973,0,0.53,The Chemical Brothers,We Are The Night,0.867,4,-5.144,1.0,0.0662,0.0224,0.704,0.104,0.623,123.974,4.0,4
2485,Cold Rock The Mic - Instrumental Version,240400,0,0.12,Apollo 440,GO Music From The Motion Picture,0.624,11,-5.689,0.0,0.0677,0.00789,0.319,0.443,0.502,125.445,4.0,4
2486,星降る引きこもりの夜,248073,0,0.18,Dempagumi.Inc,愛が地球救うんさ!だってでんぱ組.incはファミリーでしょ,0.716,5,-5.956,0.0,0.0298,0.00214,3.91e-06,0.21,0.943,127.005,4.0,14
2487,Last Train To Clarksville,178666,0,0.25,The Grascals,The Famous Lefty Flynn's,0.649,4,-5.826,1.0,0.0365,0.532,0.00128,0.212,0.766,109.851,4.0,2
2488,Save Me,214040,0,0.0,Damageplan,Metal,0.486,7,-3.924,1.0,0.0552,5.25e-05,0.00931,0.103,0.573,108.799,4.0,11
2489,Love's Arrival - Dub,405618,0,0.12,Larry Heard,Love's Arrival,0.787,5,-13.768,0.0,0.0677,0.000375,0.874,0.0858,0.72,105.992,4.0,5
2490,Outer Shell,405773,0,0.0,Sonmi451,Nachtmuziek,0.518,9,-22.528,0.0,0.0568,0.927,0.921,0.285,0.294,119.886,4.0,9
2491,Left Me in a Hole,325120,0,0.29,Yonder Mountain String Band,Elevation,0.594,7,-8.474,1.0,0.0358,0.765,8.83e-05,0.106,0.741,135.353,4.0,2
2492,Bridges In The Sky (feat. Maurits Colijn),345365,0,0.46,Colyn;Maurits Colijn,Bridges In The Sky,0.751,11,-9.282,0.0,0.0389,0.101,0.918,0.113,0.641,122.988,4.0,19
2493,Marbles,229826,0,0.0,Plone,For Beginner Piano,0.579,1,-7.989,0.0,0.0259,0.418,0.00499,0.11,0.273,97.978,4.0,9
2494,House Of The Lord,256133,0,0.4,Phil Wickham,House Of The Lord,0.495,10,-4.139,1.0,0.0348,0.0199,0.0,0.126,0.286,86.019,4.0,7
2495,FucK Nucleya,176326,1,0.4,Nucleya,Bass Rani,0.684,7,-7.19,1.0,0.138,0.000363,0.232,0.0978,0.403,195.962,4.0,10
2496,bamcopy+,85835,0,0.02,frek!,recursive squares,0.588,8,-17.179,1.0,0.321,0.968,0.941,0.157,0.462,79.969,4.0,18
2497,Kings & Queens - Until Dawn Remix,195121,0,0.0,Ava Max;Until Dawn,Dance Dance Dance,0.614,1,-5.627,0.0,0.0328,0.00014,0.000308,0.263,0.444,122.951,4.0,4
2498,Ya No Me Acuerdo,170053,0,0.61,Estopa,¿La Calle Es Tuya?,0.733,9,-8.906,0.0,0.0624,0.503,0.0,0.209,0.423,133.919,4.0,17
2499,Keep It Real,284560,0,0.15,Frankie Knuckles;Adeva,Welcome To The Real World,0.701,0,-10.226,0.0,0.0369,0.0101,0.000237,0.142,0.851,120.506,4.0,5
2500,Formula Mágica da Paz - Ao Vivo,680880,0,0.52,Racionais MC's,1000 Trutas 1000 Tretas (Ao Vivo),0.556,1,-3.955,1.0,0.353,0.495,0.0,0.915,0.639,148.579,4.0,3
2501,I Never Knew Love - MK Club Mix,194390,0,0.3,Chez Damier;MK,We Love House - The Anthems,0.678,9,-11.698,1.0,0.0376,0.00326,4.33e-05,0.166,0.557,123.347,4.0,5
2502,Just Like You Imagined,229866,0,0.48,Nine Inch Nails,The Fragile,0.473,0,-8.052,1.0,0.0381,0.00411,0.889,0.0871,0.352,150.048,5.0,11
2503,Vem,73293,0,0.25,Samuca e a Selva,Ditados Populares Dançantes,0.596,1,-13.075,1.0,0.0366,0.221,0.00233,0.19,0.606,81.112,3.0,0
2504,Je hoeft niet alleen te zijn,175480,0,0.26,Kinderen voor Kinderen,41 - En toen?,0.649,5,-4.675,0.0,0.0252,0.0838,0.0,0.129,0.471,94.978,4.0,6
2505,Nära,197500,0,0.64,Najma Wallin,Nära,0.175,2,-37.244,1.0,0.0462,0.964,0.879,0.107,0.101,69.631,3.0,16
2506,Doggy Style - 20 Fingers Mix,301406,0,0.0,Fast Eddie;20 Fingers,Doggy Style,0.872,8,-2.895,0.0,0.0769,0.0154,0.0812,0.108,0.917,128.991,4.0,5
2507,"Multi-Viral (feat. Julian Assange, Tom Morello & Kamilya Jubran)",260877,0,0.2,Calle 13;Julian Assange;Tom Morello;Kamilya Jubran,"Multi-Viral (feat. Julian Assange, Tom Morello & Kamilya Jubran)",0.501,6,-3.768,1.0,0.265,0.0516,0.0,0.307,0.656,165.128,4.0,0
2508,THE BOYS (Theme Song),175862,0,0.5,Tokyo Machine;The Boys,THE BOYS (Theme Song),0.607,6,-4.497,1.0,0.0518,0.0112,0.872,0.137,0.88,145.044,4.0,13
2509,Eu Vou Contar pro Cêis - Ao Vivo,230760,0,0.36,Humberto & Ronaldo;Gusttavo Lima;Jorge & Mateus,Eu Vou Conta Procêis (Ao Vivo),0.709,0,-9.004,1.0,0.0969,0.302,0.0,0.518,0.856,112.815,4.0,7
2510,紅豆,256026,0,0.59,Faye Wong,唱遊,0.554,0,-10.609,1.0,0.0317,0.27,6.53e-06,0.26,0.17,111.821,4.0,15
2511,Scottish Hell,182253,0,0.18,Entombed,Uprising,0.22,7,-4.389,0.0,0.0583,3.74e-06,0.836,0.14,0.211,107.561,4.0,1
2512,Six Months,245381,0,0.21,Dub Pistols;Gregory Isaacs;Rodney P,Rum & Coke,0.724,1,-8.605,1.0,0.278,0.0559,0.000126,0.372,0.657,170.078,4.0,4
2513,Use Me,204638,0,0.17,Angeloh,Highway,0.581,1,-7.539,0.0,0.111,0.281,0.0,0.0943,0.877,126.273,5.0,0
2514,Mbr / Ajisai,340141,0,0.15,Ametsub,Café del Mar ChillWave 3,0.622,6,-15.283,0.0,0.0449,0.0813,0.111,0.106,0.331,135.033,4.0,9
2515,Straight To Video,223426,0,0.49,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),0.511,11,-5.192,1.0,0.139,0.019,1.19e-06,0.478,0.712,123.061,4.0,11
2516,Freakshow,351085,0,0.25,S3RL,Old Skool Masters - S3RL,0.576,1,-8.444,1.0,0.0991,0.00123,0.0944,0.557,0.244,174.966,4.0,8
2517,"Love, Oh Please Come Home",151506,0,0.23,Reno & Smiley,"Love, Oh Please Come Home",0.555,2,-9.414,1.0,0.0266,0.198,0.000399,0.0573,0.786,109.428,4.0,2
2518,Make A Move,189146,0,0.54,EMMA WAHLIN,Make A Move,0.822,9,-6.615,0.0,0.0515,0.0133,0.147,0.114,0.384,124.015,4.0,13
2519,Jiyein Kyun - Bollywood Lo-Fi;Chill;Remix,166153,0,0.44,Axonn,Jiyein Kyun (Bollywood Lo-Fi;Chill;Remix),0.537,1,-7.336,0.0,0.0372,0.139,1.54e-06,0.137,0.113,129.951,4.0,10
2520,媽媽請保重,266453,0,0.31,詹雅雯,詹雅雯 女人夢,0.645,11,-4.125,1.0,0.029,0.604,2.17e-06,0.305,0.593,114.959,4.0,15
2521,Waltz with Dolls and Fairies,84607,0,0.27,The Wiggles,The Wiggles Nursery Rhymes 2,0.399,9,-5.561,1.0,0.0423,0.00295,0.00694,0.0684,0.225,156.101,3.0,6
2522,John Wayne Gacy,341675,0,0.43,SKYND,John Wayne Gacy,0.552,2,-5.79,1.0,0.0583,0.0171,4.27e-05,0.141,0.157,111.043,4.0,11
2523,Respostas,147598,0,0.5,Maneva,Mundo Novo,0.786,11,-7.373,1.0,0.13,0.14,0.0,0.199,0.686,130.077,4.0,3
2524,Paradise Circus,508110,0,0.37,Hozho,Troubles in Paradise,0.747,7,-7.876,0.0,0.0482,0.00832,0.621,0.0851,0.206,127.006,4.0,19
2525,上海一九四三,195800,0,0.48,Jay Chou,范特西,0.602,2,-9.13,1.0,0.0326,0.393,0.0,0.269,0.358,174.035,3.0,15
2526,Pump It - Radio,233871,0,0.01,Fast Eddie,Pump It,0.926,9,-9.785,1.0,0.0429,0.0016,0.0106,0.0497,0.956,128.08,4.0,5
2527,opening pattern,312789,0,0.0,Jaleh Negari,Weaver ~,0.608,6,-15.235,1.0,0.0468,0.925,0.552,0.364,0.375,123.017,4.0,12
